train_mp4,label,original,split,audio_altered
nwypeqqonh.mp4,FAKE,prdrkaxeob.mp4,train,True
nzeqbdtlla.mp4,FAKE,sttnfyptum.mp4,train,True
oakntpdygb.mp4,FAKE,fnslimfagb.mp4,train,True
occttwpuuq.mp4,FAKE,qarqtkvgby.mp4,train,True
ocveomkblt.mp4,FAKE,fnslimfagb.mp4,train,True
ohaqlzfnuv.mp4,FAKE,sttnfyptum.mp4,train,True
olmndbetml.mp4,FAKE,sttnfyptum.mp4,train,True
oolnekhvhx.mp4,FAKE,fnslimfagb.mp4,train,True
opsjddoxui.mp4,FAKE,qarqtkvgby.mp4,train,True
oqnpzvjsac.mp4,FAKE,sttnfyptum.mp4,train,True
osaesqnzgw.mp4,FAKE,sttnfyptum.mp4,train,True
ozeqabydww.mp4,FAKE,vtunvalyji.mp4,train,True
pemiibmvkj.mp4,FAKE,fdpisghkmd.mp4,train,True
pepaibwxnd.mp4,FAKE,qarqtkvgby.mp4,train,True
pgehjsocyc.mp4,FAKE,sttnfyptum.mp4,train,True
pllpxvzpok.mp4,FAKE,wynotylpnm.mp4,train,True
pmsjopmocd.mp4,FAKE,dhjnjkzuhq.mp4,train,True
pvevprrtnu.mp4,FAKE,vtunvalyji.mp4,train,True
pyujkxwaks.mp4,FAKE,upmgtackuf.mp4,train,True
pzzuimgwei.mp4,FAKE,upmgtackuf.mp4,train,True
qwvxbksoeo.mp4,FAKE,wynotylpnm.mp4,train,True
qypedtpatd.mp4,FAKE,wynotylpnm.mp4,train,True
rmchuqjjwr.mp4,FAKE,fnslimfagb.mp4,train,True
rmplscucbt.mp4,FAKE,fnslimfagb.mp4,train,True
rnxnytbudq.mp4,FAKE,vtunvalyji.mp4,train,True
rokgoeaybe.mp4,FAKE,vtunvalyji.mp4,train,True
rqsjnyjukt.mp4,FAKE,qarqtkvgby.mp4,train,True
rtkhyvbcjg.mp4,FAKE,vtunvalyji.mp4,train,True
ruvadafqri.mp4,FAKE,qarqtkvgby.mp4,train,True
rxwqoruisz.mp4,FAKE,sttnfyptum.mp4,train,True
skewcclbhg.mp4,FAKE,wynotylpnm.mp4,train,True
sochqsfsow.mp4,FAKE,fnslimfagb.mp4,train,True
sufvvwmbha.mp4,FAKE,fnslimfagb.mp4,train,True
surcmsyrlz.mp4,FAKE,fnslimfagb.mp4,train,True
tqsratgvwa.mp4,FAKE,upmgtackuf.mp4,train,True
tszsvitufh.mp4,FAKE,sttnfyptum.mp4,train,True
ttsiapwbgk.mp4,FAKE,fnslimfagb.mp4,train,True
twntheorhj.mp4,FAKE,vtunvalyji.mp4,train,True
twxfrcqxfu.mp4,FAKE,sttnfyptum.mp4,train,True
twxnazwxup.mp4,FAKE,fnslimfagb.mp4,train,True
ueobjeflda.mp4,FAKE,dhjnjkzuhq.mp4,train,True
ufaigyxttb.mp4,FAKE,fnslimfagb.mp4,train,True
ukthabiilt.mp4,FAKE,prdrkaxeob.mp4,train,True
uozecebzki.mp4,FAKE,fnslimfagb.mp4,train,True
uwzlafwdra.mp4,FAKE,vtunvalyji.mp4,train,True
uzcpzcdwfv.mp4,FAKE,fnslimfagb.mp4,train,True
vbcjbecyos.mp4,FAKE,wynotylpnm.mp4,train,True
vinguynpez.mp4,FAKE,upmgtackuf.mp4,train,True
vjfjniqnxx.mp4,FAKE,ldtgofdaqg.mp4,train,True
voudmumlov.mp4,FAKE,fnslimfagb.mp4,train,True
vxuhkqqaqv.mp4,FAKE,wynotylpnm.mp4,train,True
wdyzqwntoe.mp4,FAKE,wynotylpnm.mp4,train,True
wlvmxuomea.mp4,FAKE,dhjnjkzuhq.mp4,train,True
wpysxggnok.mp4,FAKE,sttnfyptum.mp4,train,True
wsgmrrwxwt.mp4,FAKE,qarqtkvgby.mp4,train,True
wumkadhelo.mp4,FAKE,sttnfyptum.mp4,train,True
wwvykizoms.mp4,FAKE,sttnfyptum.mp4,train,True
wyctddnyko.mp4,FAKE,sttnfyptum.mp4,train,True
wztythgahw.mp4,FAKE,sttnfyptum.mp4,train,True
xartlyjtjw.mp4,FAKE,qarqtkvgby.mp4,train,True
xbtmhdgcie.mp4,FAKE,fnslimfagb.mp4,train,True
xhssxmjzrm.mp4,FAKE,upmgtackuf.mp4,train,True
xjsovchfkg.mp4,FAKE,sttnfyptum.mp4,train,True
xtevltafix.mp4,FAKE,didzujjhtg.mp4,train,True
xvzjzkrmlm.mp4,FAKE,wynotylpnm.mp4,train,True
ybdtkypwez.mp4,FAKE,wynotylpnm.mp4,train,True
ycpuhmcdom.mp4,FAKE,wynotylpnm.mp4,train,True
yfxtuimubx.mp4,FAKE,wfzjxzhdkj.mp4,train,True
yncjoacwmk.mp4,FAKE,fnslimfagb.mp4,train,True
ywzumxqcsf.mp4,FAKE,qarqtkvgby.mp4,train,True
yxirnfyijn.mp4,FAKE,qarqtkvgby.mp4,train,True
yxkbjxmtzr.mp4,FAKE,sttnfyptum.mp4,train,True
zamdpqkmaz.mp4,FAKE,vtunvalyji.mp4,train,True
zigzhwlpcd.mp4,FAKE,lnjkpdviqb.mp4,train,True
znxyqjeodn.mp4,FAKE,sttnfyptum.mp4,train,True
zrplhkcesw.mp4,FAKE,fnslimfagb.mp4,train,True
zzlsynxeff.mp4,FAKE,fnslimfagb.mp4,train,True
acljesxipy.mp4,FAKE,scqcdvqiyq.mp4,train,True
adwbthsgqb.mp4,FAKE,cqxxumarvp.mp4,train,True
aeovzefbpr.mp4,FAKE,xrhqtmxlvx.mp4,train,True
afqfrfdowg.mp4,FAKE,bnuwxhfahw.mp4,train,True
agjxpidzyu.mp4,FAKE,scqcdvqiyq.mp4,train,True
akpfvadijp.mp4,FAKE,kpnakfmmlh.mp4,train,True
alkomvbvah.mp4,FAKE,lujvyveojc.mp4,train,True
amczvybpav.mp4,FAKE,yietrwuncf.mp4,train,True
aoclawrydd.mp4,FAKE,ocnqcaojtf.mp4,train,True
aqejlaudtq.mp4,FAKE,bnuwxhfahw.mp4,train,True
aqrodorsgz.mp4,FAKE,yhylappzid.mp4,train,True
asnpsowhyj.mp4,FAKE,wfihvsniyz.mp4,train,True
avcccznrft.mp4,FAKE,kpnakfmmlh.mp4,train,True
avjwhrqbwl.mp4,FAKE,gzbagbdubm.mp4,train,True
basjckrjdf.mp4,FAKE,nbdixxfjph.mp4,train,True
bdgcinijzt.mp4,FAKE,lujvyveojc.mp4,train,True
bdsktfgzbz.mp4,FAKE,opsgvfjlgh.mp4,train,True
bfpqojyrkp.mp4,FAKE,scqcdvqiyq.mp4,train,True
bgwmechesv.mp4,FAKE,gzbagbdubm.mp4,train,True
bhiprtqyon.mp4,FAKE,gzbagbdubm.mp4,train,True
bjeiutsvuz.mp4,FAKE,ocnqcaojtf.mp4,train,True
bjnmhhoayf.mp4,FAKE,gzbagbdubm.mp4,train,True
bjyaxvggle.mp4,FAKE,yhylappzid.mp4,train,True
bmsoarcvmn.mp4,FAKE,yhylappzid.mp4,train,True
bmwacwpmqf.mp4,FAKE,kpnakfmmlh.mp4,train,True
bnaqqefxll.mp4,FAKE,xrhqtmxlvx.mp4,train,True
bqhpbchtjr.mp4,FAKE,xrhqtmxlvx.mp4,train,True
bsarexshsm.mp4,FAKE,yietrwuncf.mp4,train,True
btfeympfrf.mp4,FAKE,yhylappzid.mp4,train,True
buratlofzz.mp4,FAKE,cxsvvnxpyz.mp4,train,True
bxoykchsnk.mp4,FAKE,gzbagbdubm.mp4,train,True
cakngmoakn.mp4,FAKE,xrhqtmxlvx.mp4,train,True
caoabtjtyo.mp4,FAKE,yhylappzid.mp4,train,True
cfeykevqdx.mp4,FAKE,hntguogkqd.mp4,train,True
cfsbzeyhpl.mp4,FAKE,xrhqtmxlvx.mp4,train,True
cglveitybx.mp4,FAKE,yhylappzid.mp4,train,True
ckgpztnbvc.mp4,FAKE,aokxvqadsx.mp4,train,True
ckslhjdcdj.mp4,FAKE,scqcdvqiyq.mp4,train,True
cobiwoqcbv.mp4,FAKE,scqcdvqiyq.mp4,train,True
codllgchjp.mp4,FAKE,wfihvsniyz.mp4,train,True
couoovfwtb.mp4,FAKE,scqcdvqiyq.mp4,train,True
cpxzktdxsi.mp4,FAKE,ocnqcaojtf.mp4,train,True
cqtjxkuwrv.mp4,FAKE,pdufsewrec.mp4,train,True
ctsahczkhr.mp4,FAKE,hmxihwteht.mp4,train,True
cuxzeadqfe.mp4,FAKE,yietrwuncf.mp4,train,True
cwbaihpjtx.mp4,FAKE,gzbagbdubm.mp4,train,True
cwjkdlzrvb.mp4,FAKE,yietrwuncf.mp4,train,True
cxoxqdwvin.mp4,FAKE,scqcdvqiyq.mp4,train,True
cxvkgrbaku.mp4,FAKE,pdufsewrec.mp4,train,True
czupmkgroe.mp4,FAKE,nbdixxfjph.mp4,train,True
daseneexra.mp4,FAKE,bcbqxhziqz.mp4,train,True
datjrwctmd.mp4,FAKE,nbdixxfjph.mp4,train,True
ddcfzufmyd.mp4,FAKE,qzpwniycty.mp4,train,True
dfgihdrqqu.mp4,FAKE,nbdixxfjph.mp4,train,True
dfhthnhzrb.mp4,FAKE,pdufsewrec.mp4,train,True
dfvudaojxn.mp4,FAKE,yhylappzid.mp4,train,True
dgsqlajbme.mp4,FAKE,scqcdvqiyq.mp4,train,True
dnhavqrzzy.mp4,FAKE,pdufsewrec.mp4,train,True
doeuqrqbmr.mp4,FAKE,frqfsucgao.mp4,train,True
dpdqwygcrc.mp4,FAKE,yietrwuncf.mp4,train,True
dpmfmgxxde.mp4,FAKE,nbdixxfjph.mp4,train,True
ebdblblfiy.mp4,FAKE,hntguogkqd.mp4,train,True
ebpxbudvzv.mp4,FAKE,hbufmvbium.mp4,train,True
ebrqqkgqnw.mp4,FAKE,lujvyveojc.mp4,train,True
eccwrliesa.mp4,FAKE,hntguogkqd.mp4,train,True
eceoujbjts.mp4,FAKE,cqxxumarvp.mp4,train,True
ecumyiowzs.mp4,FAKE,dvtpwatuja.mp4,train,True
emqeprwwpi.mp4,FAKE,lujvyveojc.mp4,train,True
endyepvcxe.mp4,FAKE,ypbtpunjvm.mp4,train,True
eorosxkrht.mp4,FAKE,pdufsewrec.mp4,train,True
eoshntcipd.mp4,FAKE,xxzefxwyku.mp4,train,True
eqbyeipxqh.mp4,FAKE,ocnqcaojtf.mp4,train,True
eqslzbqfea.mp4,FAKE,nbdixxfjph.mp4,train,True
eqsnaqrnmz.mp4,FAKE,yhylappzid.mp4,train,True
ercvulggxk.mp4,FAKE,yhylappzid.mp4,train,True
eryjktdexi.mp4,FAKE,iedsgxqfuz.mp4,train,True
esvhogkdzs.mp4,FAKE,aokxvqadsx.mp4,train,True
eszjbqahzh.mp4,FAKE,bnuwxhfahw.mp4,train,True
etxmshgclx.mp4,FAKE,hmxihwteht.mp4,train,True
eugmwsetxd.mp4,FAKE,yietrwuncf.mp4,train,True
euictoiuma.mp4,FAKE,bnuwxhfahw.mp4,train,True
ewregmzonc.mp4,FAKE,iedsgxqfuz.mp4,train,True
eyfliddvar.mp4,FAKE,tcsddvsewk.mp4,train,True
fapmcxyhqb.mp4,FAKE,iedsgxqfuz.mp4,train,True
fbrhorisro.mp4,FAKE,bnuwxhfahw.mp4,train,True
ffqyvkfady.mp4,FAKE,opsgvfjlgh.mp4,train,True
fhfnixrhws.mp4,FAKE,gsshxchgqv.mp4,train,True
fkmvxejhvf.mp4,FAKE,hqxpzbyijx.mp4,train,True
fksuepmjfx.mp4,FAKE,frqfsucgao.mp4,train,True
flvgffvrxx.mp4,FAKE,gzbagbdubm.mp4,train,True
fomaiyrtin.mp4,FAKE,scqcdvqiyq.mp4,train,True
fyfbkzthko.mp4,FAKE,nbdixxfjph.mp4,train,True
fytxleslqt.mp4,FAKE,yietrwuncf.mp4,train,True
fzxrxhcwou.mp4,FAKE,cqxxumarvp.mp4,train,True
gcidegwthx.mp4,FAKE,xxzefxwyku.mp4,train,True
gctqacnjyy.mp4,FAKE,hmxihwteht.mp4,train,True
gdpxgankmr.mp4,FAKE,cosghhimnd.mp4,train,True
getnigqbls.mp4,FAKE,gzbagbdubm.mp4,train,True
gftkrnewfv.mp4,FAKE,iedsgxqfuz.mp4,train,True
ghdicklvxv.mp4,FAKE,yietrwuncf.mp4,train,True
gjszqpngyq.mp4,FAKE,yietrwuncf.mp4,train,True
gkqzhnqfxo.mp4,FAKE,opsgvfjlgh.mp4,train,True
gmvebzkncg.mp4,FAKE,opsgvfjlgh.mp4,train,True
gnoqqplafe.mp4,FAKE,viteugozpv.mp4,train,True
goecylbbks.mp4,FAKE,aokxvqadsx.mp4,train,True
gshruegrcb.mp4,FAKE,yietrwuncf.mp4,train,True
gunamloolc.mp4,FAKE,yhylappzid.mp4,train,True
gvczsjkuan.mp4,FAKE,pdufsewrec.mp4,train,True
gvxiqjjkab.mp4,FAKE,bcbqxhziqz.mp4,train,True
gwduldervr.mp4,FAKE,gzbagbdubm.mp4,train,True
gxuncqgppg.mp4,FAKE,opsgvfjlgh.mp4,train,True
gyboojigst.mp4,FAKE,gzbagbdubm.mp4,train,True
gzfkpecqls.mp4,FAKE,yietrwuncf.mp4,train,True
hbaejewdii.mp4,FAKE,lujvyveojc.mp4,train,True
hegomtnjrv.mp4,FAKE,kpnakfmmlh.mp4,train,True
hftjyfuqcs.mp4,FAKE,opsgvfjlgh.mp4,train,True
hirpijibhp.mp4,FAKE,okjhfifjkr.mp4,train,True
hjagxgkfhb.mp4,FAKE,hntguogkqd.mp4,train,True
hkxoqlmhsq.mp4,FAKE,lujvyveojc.mp4,train,True
hrtmwztfzc.mp4,FAKE,kpnakfmmlh.mp4,train,True
hsdofynpsa.mp4,FAKE,hntguogkqd.mp4,train,True
htnbqxsgmo.mp4,FAKE,djjgzhluss.mp4,train,True
hwdrfenilf.mp4,FAKE,aokxvqadsx.mp4,train,True
hwgfkwzkgx.mp4,FAKE,iyrafvzjnf.mp4,train,True
hxtdygilhn.mp4,FAKE,bnuwxhfahw.mp4,train,True
hypozprqhm.mp4,FAKE,opsgvfjlgh.mp4,train,True
iagberxnov.mp4,FAKE,gzbagbdubm.mp4,train,True
icbylspzoe.mp4,FAKE,ocnqcaojtf.mp4,train,True
ieoixnltne.mp4,FAKE,yietrwuncf.mp4,train,True
igqhapdxrm.mp4,FAKE,xxzefxwyku.mp4,train,True
igwlxdtgix.mp4,FAKE,kpnakfmmlh.mp4,train,True
iijljhugfo.mp4,FAKE,bnuwxhfahw.mp4,train,True
iktwckbykj.mp4,FAKE,gzbagbdubm.mp4,train,True
imfcdepsrs.mp4,FAKE,pdufsewrec.mp4,train,True
insbnbhqxw.mp4,FAKE,tyojwenpaf.mp4,train,True
ipvwtgdlre.mp4,FAKE,gsshxchgqv.mp4,train,True
irnflhiciu.mp4,FAKE,nbdixxfjph.mp4,train,True
iscwebnkbs.mp4,FAKE,gzbagbdubm.mp4,train,True
itpauysdvo.mp4,FAKE,yietrwuncf.mp4,train,True
ituykzzbqq.mp4,FAKE,hbufmvbium.mp4,train,True
ivnygxopre.mp4,FAKE,gzbagbdubm.mp4,train,True
iwjhauqknu.mp4,FAKE,gzbagbdubm.mp4,train,True
iyegjhsbci.mp4,FAKE,bkuzquigyt.mp4,train,True
izruqmbare.mp4,FAKE,bnuwxhfahw.mp4,train,True
izsiyppwbp.mp4,FAKE,scqcdvqiyq.mp4,train,True
jcqbscxfsg.mp4,FAKE,gzbagbdubm.mp4,train,True
jdztasqled.mp4,FAKE,kpnakfmmlh.mp4,train,True
jhxmmetnfa.mp4,FAKE,hntguogkqd.mp4,train,True
jmkkzjwnst.mp4,FAKE,xxzefxwyku.mp4,train,True
jpaohjsxbm.mp4,FAKE,kpnakfmmlh.mp4,train,True
jrrbiltviz.mp4,FAKE,tcsddvsewk.mp4,train,True
jtfjygauws.mp4,FAKE,wfihvsniyz.mp4,train,True
jvlmwvzpak.mp4,FAKE,pdufsewrec.mp4,train,True
jxemsrsrmc.mp4,FAKE,kpnakfmmlh.mp4,train,True
kczsafjstw.mp4,FAKE,xrhqtmxlvx.mp4,train,True
kehxabezoe.mp4,FAKE,pdufsewrec.mp4,train,True
kfayptluft.mp4,FAKE,ocnqcaojtf.mp4,train,True
kfhdsjswbp.mp4,FAKE,yhylappzid.mp4,train,True
kfntztgxzm.mp4,FAKE,bcbqxhziqz.mp4,train,True
kldqpsyynz.mp4,FAKE,yietrwuncf.mp4,train,True
klhpomwpzs.mp4,FAKE,scqcdvqiyq.mp4,train,True
kliqnhmoxd.mp4,FAKE,ouaowjmigq.mp4,train,True
klumuemvpu.mp4,FAKE,aokxvqadsx.mp4,train,True
kmqkiihrmj.mp4,FAKE,aokxvqadsx.mp4,train,True
knhmlrxtxi.mp4,FAKE,hntguogkqd.mp4,train,True
kpsxbmwfyv.mp4,FAKE,ocnqcaojtf.mp4,train,True
kqjsssjqll.mp4,FAKE,scqcdvqiyq.mp4,train,True
ksnaneimlg.mp4,FAKE,aokxvqadsx.mp4,train,True
ktcjlrxium.mp4,FAKE,hntguogkqd.mp4,train,True
kuzlqnsjne.mp4,FAKE,bcbqxhziqz.mp4,train,True
kvbmuuywfy.mp4,FAKE,nbdixxfjph.mp4,train,True
kwwdbsyzcv.mp4,FAKE,nbdixxfjph.mp4,train,True
kxhqohzkqt.mp4,FAKE,bnuwxhfahw.mp4,train,True
lbflwoaoyu.mp4,FAKE,kpnakfmmlh.mp4,train,True
lcpeyewsvl.mp4,FAKE,pdufsewrec.mp4,train,True
lcqrrrmhnl.mp4,FAKE,hntguogkqd.mp4,train,True
lcqvnjqyji.mp4,FAKE,ouaowjmigq.mp4,train,True
lhhblffabv.mp4,FAKE,aokxvqadsx.mp4,train,True
lhuopgwxmq.mp4,FAKE,iedsgxqfuz.mp4,train,True
lltvkkjdsw.mp4,FAKE,fmhiujydwo.mp4,train,True
lnfcazoshs.mp4,FAKE,dzrrklwrgn.mp4,train,True
lpheupsipg.mp4,FAKE,nbdixxfjph.mp4,train,True
lpsjuvtlbq.mp4,FAKE,pdufsewrec.mp4,train,True
lqzabhlxhd.mp4,FAKE,iedsgxqfuz.mp4,train,True
lweyqsgphu.mp4,FAKE,kpnakfmmlh.mp4,train,True
lychwmahoa.mp4,FAKE,yietrwuncf.mp4,train,True
lyoslorecs.mp4,FAKE,aokxvqadsx.mp4,train,True
lyukwkabcx.mp4,FAKE,cxsvvnxpyz.mp4,train,True
mdlztfqcvx.mp4,FAKE,viteugozpv.mp4,train,True
motokngbqf.mp4,FAKE,xxzefxwyku.mp4,train,True
mrkwspdvna.mp4,FAKE,cxsvvnxpyz.mp4,train,True
mufpsfcwnd.mp4,FAKE,gsshxchgqv.mp4,train,True
mzlvwnpyoc.mp4,FAKE,lujvyveojc.mp4,train,True
nalstjqemq.mp4,FAKE,bnuwxhfahw.mp4,train,True
ndvaqbmiqd.mp4,FAKE,ocnqcaojtf.mp4,train,True
neclxcbxio.mp4,FAKE,kpnakfmmlh.mp4,train,True
neunuapiyr.mp4,FAKE,yhylappzid.mp4,train,True
nfmzmdtrda.mp4,FAKE,yhylappzid.mp4,train,True
nlalsbvoin.mp4,FAKE,hntguogkqd.mp4,train,True
nmzzzlgayc.mp4,FAKE,nbdixxfjph.mp4,train,True
nrfcufckxa.mp4,FAKE,yietrwuncf.mp4,train,True
nrjooufext.mp4,FAKE,pdufsewrec.mp4,train,True
ntupidyvif.mp4,FAKE,xxzefxwyku.mp4,train,True
nuppyekpaf.mp4,FAKE,gzbagbdubm.mp4,train,True
nvpwvgyuwp.mp4,FAKE,yhylappzid.mp4,train,True
nxoaeefhqb.mp4,FAKE,djjgzhluss.mp4,train,True
nyamcaufxi.mp4,FAKE,yhylappzid.mp4,train,True
nzhsdscung.mp4,FAKE,bcbqxhziqz.mp4,train,True
occipikyys.mp4,FAKE,lujvyveojc.mp4,train,True
odebvwocsf.mp4,FAKE,hmxihwteht.mp4,train,True
oeehuctlac.mp4,FAKE,pdufsewrec.mp4,train,True
ofibjmgurk.mp4,FAKE,gzbagbdubm.mp4,train,True
ogqzxlcecf.mp4,FAKE,bnuwxhfahw.mp4,train,True
omwshllujo.mp4,FAKE,bnuwxhfahw.mp4,train,True
ondezmgykk.mp4,FAKE,hntguogkqd.mp4,train,True
opoodcszjf.mp4,FAKE,nbdixxfjph.mp4,train,True
ortvcnoghh.mp4,FAKE,yietrwuncf.mp4,train,True
osntnoxbci.mp4,FAKE,gzbagbdubm.mp4,train,True
oukblvbyxv.mp4,FAKE,lujvyveojc.mp4,train,True
oumxssjnem.mp4,FAKE,gzbagbdubm.mp4,train,True
ovjuqhpihp.mp4,FAKE,pdufsewrec.mp4,train,True
pakaqfunjq.mp4,FAKE,bkuzquigyt.mp4,train,True
pbadlmyohy.mp4,FAKE,wfihvsniyz.mp4,train,True
pbhhuushkx.mp4,FAKE,bkuzquigyt.mp4,train,True
peemztweyz.mp4,FAKE,nbdixxfjph.mp4,train,True
pfatjcyalg.mp4,FAKE,tcsddvsewk.mp4,train,True
pffinncnps.mp4,FAKE,pdufsewrec.mp4,train,True
pfnwptulcp.mp4,FAKE,ypbtpunjvm.mp4,train,True
pjgqyoywlq.mp4,FAKE,hntguogkqd.mp4,train,True
pllyvkmvqb.mp4,FAKE,xxzefxwyku.mp4,train,True
pmqqmvfdty.mp4,FAKE,scqcdvqiyq.mp4,train,True
pmzfmajnzh.mp4,FAKE,bnuwxhfahw.mp4,train,True
pqlirihvaz.mp4,FAKE,yhylappzid.mp4,train,True
pqzltkbggi.mp4,FAKE,wfihvsniyz.mp4,train,True
prabglktpg.mp4,FAKE,hntguogkqd.mp4,train,True
psueeblydl.mp4,FAKE,scqcdvqiyq.mp4,train,True
pumywgewee.mp4,FAKE,pdufsewrec.mp4,train,True
pxowiglhyj.mp4,FAKE,bkuzquigyt.mp4,train,True
pydbvfkslp.mp4,FAKE,kpnakfmmlh.mp4,train,True
qcshdjmmyn.mp4,FAKE,ocnqcaojtf.mp4,train,True
qeefkatpus.mp4,FAKE,hntguogkqd.mp4,train,True
qhornnqxmb.mp4,FAKE,gzbagbdubm.mp4,train,True
qkbywibxqf.mp4,FAKE,bcbqxhziqz.mp4,train,True
qlaftuuvfz.mp4,FAKE,lujvyveojc.mp4,train,True
qlvsqdroqo.mp4,FAKE,yietrwuncf.mp4,train,True
qlwakmlpnq.mp4,FAKE,hbufmvbium.mp4,train,True
qqrnypeprj.mp4,FAKE,hntguogkqd.mp4,train,True
qttlpfctqh.mp4,FAKE,aokxvqadsx.mp4,train,True
qvaxapfttc.mp4,FAKE,gzbagbdubm.mp4,train,True
rbvrmojort.mp4,FAKE,cxsvvnxpyz.mp4,train,True
rcytnuefvt.mp4,FAKE,aokxvqadsx.mp4,train,True
